"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","SO2","PM25","NO2"
"11/21/2014","59","PM2.5","Oakland","06-001-0009","AQS","8","27",".","59","46"
"11/22/2014","37","PM2.5","Oakland","06-001-0009","AQS","8","30","0","37","29"
"11/23/2014","48","PM2.5","Livermore","06-001-0007","AQS","16","31","1","48","35"
"11/24/2014","55","PM2.5","Oakland West","06-001-0011","AQS","19","31","4","55","41"
"11/25/2014","62","PM2.5","Oakland West","06-001-0011","AQS","26","29","9","62","42"
"11/26/2014","77","PM2.5","Oakland","06-001-0009","AQS","17","23","6","77","43"
"11/27/2014","94","PM2.5","Oakland","06-001-0009","AQS","17","21","4","94","35"
"11/28/2014","60","PM2.5","Livermore","06-001-0007","AQS","11","31","1","60","27"
"11/29/2014","39","PM2.5","Livermore","06-001-0007","AQS","7","29","0","39","21"
"11/30/2014","54","PM2.5","Livermore","06-001-0007","AQS","8","30","0","54","29"
"12/01/2014","52","PM2.5","Oakland West","06-001-0011","AQS","10","19","1","52","30"
"12/02/2014","26","NO2","Laney College","06-001-0012","AQS","8","21","0","23","26"
"12/03/2014","31","Ozone","Livermore","06-001-0007","AQS","7","31","1","20","25"
"12/04/2014","37","NO2","Laney College","06-001-0012","AQS","8","28","0","26","37"
"12/05/2014","32","NO2","Oakland West","06-001-0011","AQS","10","25","1","26","32"
"12/06/2014","25","Ozone","Livermore","06-001-0007","AQS","8","25","0","19","24"
"12/07/2014","52","PM2.5","Laney College","06-001-0012","AQS","13","14","0","52","25"
"12/08/2014","37","PM2.5","Oakland West","06-001-0011","AQS","14","15","1","37","30"
"12/09/2014","57","PM2.5","Laney College","06-001-0012","AQS","11","7","3","57","32"
"12/10/2014","48","PM2.5","Laney College","06-001-0012","AQS","9","29","1","48","25"
"12/11/2014","37","NO2","Laney College","06-001-0012","AQS","6","36","0","25","37"
"12/12/2014","41","NO2","Laney College","06-001-0012","AQS","13","29","0","34","41"
"12/13/2014","61","PM2.5","Livermore","06-001-0007","AQS","11","23","0","61","28"
"12/14/2014","43","PM2.5","Livermore","06-001-0007","AQS","14","24","0","43","26"
"12/15/2014","28","NO2","Laney College","06-001-0012","AQS","7","22","0","27","28"
"12/16/2014","37","NO2","Oakland West","06-001-0011","AQS","7","31","0","25","37"
"12/17/2014","34","NO2","Laney College","06-001-0012","AQS","8","31","1","30","34"
"12/18/2014","42","PM2.5","Oakland West","06-001-0011","AQS","9","27","1","42","37"
"12/19/2014","30","NO2","Laney College","06-001-0012","AQS","9","24","0","27","30"
"12/20/2014","52","PM2.5","Oakland West","06-001-0011","AQS","8","26","0","52","24"
"12/21/2014","25","PM2.5","Oakland","06-001-0009","AQS","9","21","0","25","25"
"12/22/2014","45","PM2.5","Oakland West","06-001-0011","AQS","19","16","3","45","28"
"12/23/2014","45","PM2.5","Laney College","06-001-0012","AQS","22","19","3","45","32"
"12/24/2014","33","Ozone","Oakland West","06-001-0011","AQS","11","33","1","26","25"
"12/25/2014","32","Ozone","Livermore","06-001-0007","AQS","5","32","0","25","19"
"12/26/2014","33","NO2","Oakland West","06-001-0011","AQS","14","31","1","30","33"
"12/27/2014","55","PM2.5","Oakland West","06-001-0011","AQS","18","20","1","55","34"
"12/28/2014","68","PM2.5","Livermore","06-001-0007","AQS","14","21","1","68","33"
"12/29/2014","38","PM2.5","Oakland","06-001-0009","AQS","10","21","1","38","32"
"12/30/2014","31","Ozone","Oakland West","06-001-0011","AQS","8","31","3","25","25"
"12/31/2014","50","PM2.5","Oakland West","06-001-0011","AQS","20","31","3","50","42"
