"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM25","NO2"
"11/12/2010","36","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","36",".","11"
"11/13/2010","37","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","37","25","2"
"11/14/2010","35","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","35",".","2"
"11/15/2010","36","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","36",".","7"
"11/16/2010","41","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","41","29","11"
"11/17/2010","40","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","40",".","19"
"11/18/2010","44","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","44",".","8"
"11/19/2010","37","Ozone","Truckee-Fire Station","06-057-1001","AQS","37","25","26"
"11/20/2010","35","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","35",".","3"
"11/21/2010","35","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","35",".","5"
"11/22/2010","31","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","31","10","5"
"11/23/2010","31","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","31",".","10"
"11/24/2010","33","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","33",".","9"
"11/25/2010","75","PM2.5","Truckee-Fire Station","06-057-1001","AQS","33","75","5"
"11/26/2010","31","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","31",".","16"
"11/27/2010","30","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","30",".","4"
"11/28/2010","32","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","32","27","7"
"11/29/2010","32","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","32",".","16"
"11/30/2010","34","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","34",".","18"
"12/01/2010","35","PM2.5","Truckee-Fire Station","06-057-1001","AQS","34","35","14"
"12/02/2010","27","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","27",".","11"
"12/03/2010","29","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","29",".","14"
"12/04/2010","40","PM2.5","Truckee-Fire Station","06-057-1001","AQS","25","40","14"
"12/05/2010","35","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","35",".","6"
"12/06/2010","35","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","35",".","7"
"12/07/2010","45","PM2.5","Truckee-Fire Station","06-057-1001","AQS","30","45","13"
"12/08/2010","32","Ozone","Truckee-Fire Station","06-057-1001","AQS","32",".","9"
"12/09/2010","30","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","30",".","11"
"12/10/2010","27","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","27","23","8"
"12/11/2010","26","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","26",".","6"
"12/12/2010","23","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","23",".","8"
"12/13/2010","42","PM2.5","Truckee-Fire Station","06-057-1001","AQS","23","42","12"
"12/14/2010","33","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","33",".","5"
"12/15/2010","33","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","33",".","13"
"12/16/2010","40","PM2.5","Truckee-Fire Station","06-057-1001","AQS","31","40","16"
"12/17/2010","31","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","31",".","11"
"12/18/2010","36","Ozone","Truckee-Fire Station","06-057-1001","AQS","36",".","3"
"12/19/2010","37","Ozone","Truckee-Fire Station","06-057-1001","AQS","37","10","2"
"12/20/2010","33","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","33",".","4"
"12/21/2010","32","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","32",".","4"
"12/22/2010","45","PM2.5","Truckee-Fire Station","06-057-1001","AQS","32","45","8"
"12/23/2010","29","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","29",".","9"
"12/24/2010","29","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","29",".","7"
"12/25/2010","54","PM2.5","Truckee-Fire Station","06-057-1001","AQS","36","54","3"
"12/26/2010","34","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","34",".","3"
"12/27/2010","31","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","31",".","6"
"12/28/2010","31","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","31","19","8"
"12/29/2010","31","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","31","4","9"
"12/30/2010","31","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","31",".","16"
"12/31/2010","77","PM2.5","Truckee-Fire Station","06-057-1001","AQS","32","77","9"
