"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM25","NO2"
"11/15/2011","30","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","30",".","."
"11/16/2011","34","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","34",".","."
"11/17/2011","41","PM2.5","Grass Valley-Litton Building","06-057-0005","AQS","31","41","."
"11/18/2011","33","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","33",".","."
"11/19/2011","33","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","33",".","."
"11/20/2011","33","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","33","19","."
"11/21/2011","31","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","31",".","."
"11/22/2011","32","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","32",".","."
"11/23/2011","32","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","32","23","."
"11/24/2011","32","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","32",".","."
"11/25/2011","34","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","34",".","."
"11/26/2011","38","PM2.5","Truckee-Fire Station","06-057-1001","AQS","35","38","."
"11/27/2011","37","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","37",".","."
"11/28/2011","37","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","37",".","."
"11/29/2011","38","PM2.5","Truckee-Fire Station","06-057-1001","AQS","35","38","."
"11/30/2011","37","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","37",".","."
"12/01/2011","38","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","38",".","."
"12/02/2011","40","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","40","20","."
"12/03/2011","37","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","37",".","."
"12/04/2011","38","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","38",".","."
"12/05/2011","42","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","42","24","."
"12/06/2011","42","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","42",".","."
"12/07/2011","40","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","40",".","."
"12/08/2011","49","PM2.5","Truckee-Fire Station","06-057-1001","AQS","37","49","."
"12/09/2011","40","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","40",".","."
"12/10/2011","39","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","39",".","."
"12/11/2011","47","PM2.5","Truckee-Fire Station","06-057-1001","AQS","38","47","."
"12/12/2011","37","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","37",".","."
"12/13/2011","37","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","37",".","."
"12/14/2011","36","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","36","33","."
"12/15/2011","39","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","39",".","."
"12/16/2011","42","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","42",".","."
"12/17/2011","43","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","43","39","."
"12/18/2011","33","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","33",".","."
"12/19/2011","40","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","40",".","."
"12/20/2011","40","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","40","25","."
"12/21/2011","40","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","40",".","."
"12/22/2011","37","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","37",".","."
"12/23/2011","54","PM2.5","Truckee-Fire Station","06-057-1001","AQS","38","54","."
"12/24/2011","39","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","39",".","."
"12/25/2011","36","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","36",".","."
"12/26/2011","42","PM2.5","Truckee-Fire Station","06-057-1001","AQS","36","42","."
"12/27/2011","34","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","34",".","."
"12/28/2011","33","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","33",".","."
"12/29/2011","24","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","24","20","."
"12/30/2011","22","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","22",".","."
"12/31/2011","31","Ozone","Grass Valley-Litton Building","06-057-0005","AQS","31",".","."
