"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","SO2","PM10","PM25"
"09/26/2016","43","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","43",".","13","13"
"09/27/2016","44","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","44","0","24","19"
"09/28/2016","45","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","45","0","28","29"
"09/29/2016","48","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","48","0","31","25"
"09/30/2016","67","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","67","0","36","34"
"10/01/2016","47","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","47",".","40","18"
"10/02/2016","56","PM10","Olancha","06-027-0021","AQS","1","54","0","56","13"
"10/03/2016","42","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","42","0","25","17"
"10/04/2016","42","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","42","0","23","12"
"10/05/2016","45","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","45","0","23","9"
"10/06/2016","40","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","40","0","19","15"
"10/07/2016","39","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","39","0","15","15"
"10/08/2016","43","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","43","0","12","13"
"10/09/2016","43","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","43","0","22","19"
"10/10/2016","43","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","43","0","28","25"
"10/11/2016","38","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","38","0","20","13"
"10/12/2016","45","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","45","0","24","20"
"10/13/2016","47","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","47","0","28","29"
"10/14/2016","42","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","42","0","31","18"
"10/15/2016","101","PM10","Shell Cut","06-027-0025","AQS","1","40","0","101","29"
"10/16/2016","426","PM10","Olancha","06-027-0021","AQS","1","40","0","426","62"
"10/17/2016","186","PM10","Shell Cut","06-027-0025","AQS","1","47","0","186","30"
"10/18/2016","44","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","1","44","0","20","18"
"10/19/2016","44","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","44","0","15","13"
"10/20/2016","41","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","1","41","0","13","18"
"10/21/2016","40","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","1","40","0","17","21"
"10/22/2016","46","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","46","0","25","27"
"10/23/2016","91","PM10","Lone Pine Paiute-Shoshone Reservation","06-027-1018","AQS","1","45","0","91","51"
"10/24/2016","38","PM2.5","Keeler","06-027-1003","AQS","1","35","0","35","38"
"10/25/2016","38","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","1","38","0","17","25"
"10/26/2016","38","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","1","38","0","25","20"
"10/27/2016","37","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","37","0","23","27"
"10/28/2016","34","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","34","0","32","24"
"10/29/2016","34","PM10","Dirty Socks","06-027-0022","AQS","1","34","0","34","18"
"10/30/2016","130","PM10","Shell Cut","06-027-0025","AQS","1","31","0","130","28"
"10/31/2016","39","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","1","39","0","7","9"
"11/01/2016","40","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","40","0","7","14"
"11/02/2016","40","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","1","40","0","9","8"
"11/03/2016","39","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","1","39","0","9","12"
"11/04/2016","39","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","1","39","0","11","15"
"11/05/2016","34","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","34","0","12","20"
"11/06/2016","38","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","38","0","15","28"
"11/07/2016","34","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","1","34","0","16","23"
"11/08/2016","37","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","1","37","0","15","25"
"11/09/2016","38","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","1","38","0","13","21"
"11/10/2016","37","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","1","37","0","13","19"
"11/11/2016","41","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","1","41","0","19","20"
"11/12/2016","43","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","1","43","0","21","33"
"11/13/2016","43","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","1","43","0","22","28"
"11/14/2016","41","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","1","41","0","25","32"
"11/15/2016","59","PM2.5","Keeler","06-027-1003","AQS","1","40","0","37","59"
"11/16/2016","327","PM10","Lizard Tail","06-027-0028","AQS","1","43","0","327","114"
"11/17/2016","38","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","38","0","12","17"
"11/18/2016","35","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","1","35","0","14","12"
"11/19/2016","93","PM10","Dirty Socks","06-027-0022","AQS","1","36","0","93","52"
"11/20/2016","42","PM10","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","1","38","0","42","38"
"11/21/2016","37","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","1","37","0","9","21"
"11/22/2016","36","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","1","36","0","6","19"
"11/23/2016","44","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","1","44","0","9","25"
"11/24/2016","39","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","1","39","0","14","22"
"11/25/2016","34","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","1","34","0","30","28"
"11/26/2016","50","PM10","Shell Cut","06-027-0025","AQS","1","44","0","50","33"
"11/27/2016","41","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","1","41","0","10","12"
"11/28/2016","39","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","1","39","0","12","14"
"11/29/2016","34","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","1","34","0","10","10"
"11/30/2016","31","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","1","31","0","13","17"
"12/01/2016","41","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","41","0","35","14"
"12/02/2016","104","PM10","Olancha","06-027-0021","AQS","1","39","0","104","55"
"12/03/2016","38","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","1","38","0","10","11"
"12/04/2016","34","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","1","34","0","16","15"
"12/05/2016","39","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","1","39","0","19","20"
"12/06/2016","42","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","1","42","0","11","18"
"12/07/2016","40","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","40","0","21","23"
"12/08/2016","35","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","1","35","0","19","20"
"12/09/2016","33","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","33","0","19","22"
"12/10/2016","32","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","32","0","13","19"
"12/11/2016","38","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","2","38","0","10","13"
"12/12/2016","41","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","1","41","0","16","15"
"12/13/2016","35","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","1","35","0","11","15"
"12/14/2016","49","PM10","Olancha","06-027-0021","AQS","1","29","0","49","18"
"12/15/2016","137","PM10","Shell Cut","06-027-0025","AQS","1","27","0","137","29"
"12/16/2016","44","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","1","44","0","18","15"
"12/17/2016","40","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","1","40","0","24","22"
"12/18/2016","39","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","1","39","0","6","14"
"12/19/2016","35","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","1","35","0","11","17"
"12/20/2016","34","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","34","0","9","18"
"12/21/2016","31","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","1","31","0","12","23"
"12/22/2016","31","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","1","31","0","9","17"
"12/23/2016","70","PM10","Dirty Socks","06-027-0022","AQS","1","34","0","70","17"
"12/24/2016","40","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","40","0","14","22"
"12/25/2016","35","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","1","35","0","5","12"
"12/26/2016","36","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","36","0","6","17"
"12/27/2016","33","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","33","0","8","23"
"12/28/2016","34","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","34","0","13","20"
"12/29/2016","34","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","34","0","11","25"
"12/30/2016","32","PM2.5","Keeler","06-027-1003","AQS","1","31","0","11","32"
"12/31/2016","28","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","28","0","6","17"
