"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM25","NO2"
"11/12/2009","16","NO2","Madera-Pump Yard","06-039-0004","AQS","8",".","16"
"11/13/2009","27","Ozone","Madera-Pump Yard","06-039-0004","AQS","27",".","12"
"11/14/2009","31","Ozone","Madera-Pump Yard","06-039-0004","AQS","31",".","17"
"11/15/2009","32","Ozone","Madera-Pump Yard","06-039-0004","AQS","32",".","20"
"11/16/2009","34","Ozone","Madera-Pump Yard","06-039-0004","AQS","34",".","28"
"11/17/2009","31","Ozone","Madera-Pump Yard","06-039-0004","AQS","31",".","20"
"11/18/2009","28","Ozone","Madera-Pump Yard","06-039-0004","AQS","28",".","10"
"11/19/2009","30","NO2","Madera-Pump Yard","06-039-0004","AQS","24",".","30"
"11/20/2009","31","Ozone","Madera-Pump Yard","06-039-0004","AQS","31",".","22"
"11/21/2009","30","Ozone","Madera-Pump Yard","06-039-0004","AQS","30",".","8"
"11/22/2009","31","Ozone","Madera-Pump Yard","06-039-0004","AQS","31",".","13"
"11/23/2009","20","NO2","Madera-Pump Yard","06-039-0004","AQS","19",".","20"
"11/24/2009","30","Ozone","Madera-Pump Yard","06-039-0004","AQS","30",".","24"
"11/25/2009","32","Ozone","Madera-Pump Yard","06-039-0004","AQS","32",".","25"
"11/26/2009","36","Ozone","Madera-Pump Yard","06-039-0004","AQS","36",".","23"
"11/27/2009","27","Ozone","Madera-Pump Yard","06-039-0004","AQS","27",".","25"
"11/28/2009","23","Ozone","Madera-Pump Yard","06-039-0004","AQS","23",".","18"
"11/29/2009","23","Ozone","Madera-Pump Yard","06-039-0004","AQS","23",".","23"
"11/30/2009","16","NO2","Madera-Pump Yard","06-039-0004","AQS",".",".","16"
"12/01/2009","27","Ozone","Madera-Pump Yard","06-039-0004","AQS","27",".","26"
"12/02/2009","29","NO2","Madera-Pump Yard","06-039-0004","AQS","28",".","29"
"12/03/2009","26","Ozone","Madera-Pump Yard","06-039-0004","AQS","26",".","22"
"12/04/2009","36","NO2","Madera-Pump Yard","06-039-0004","AQS","32",".","36"
"12/05/2009","26","Ozone","Madera-Pump Yard","06-039-0004","AQS","26",".","21"
"12/06/2009","30","Ozone","Madera-Pump Yard","06-039-0004","AQS","30",".","18"
"12/07/2009","28","Ozone","Madera-Pump Yard","06-039-0004","AQS","28",".","14"
"12/08/2009","26","NO2","Madera-Pump Yard","06-039-0004","AQS","20",".","26"
"12/09/2009","35","NO2","Madera-Pump Yard","06-039-0004","AQS","23",".","35"
"12/10/2009","27","NO2","Madera-Pump Yard","06-039-0004","AQS","19",".","27"
"12/11/2009","22","Ozone","Madera-Pump Yard","06-039-0004","AQS","22",".","17"
"12/12/2009","27","Ozone","Madera-Pump Yard","06-039-0004","AQS","27",".","9"
"12/13/2009","30","Ozone","Madera-Pump Yard","06-039-0004","AQS","30",".","17"
"12/14/2009","31","Ozone","Madera-Pump Yard","06-039-0004","AQS","31",".","20"
"12/15/2009","25","NO2","Madera-Pump Yard","06-039-0004","AQS","15",".","25"
"12/16/2009","18","Ozone","Madera-Pump Yard","06-039-0004","AQS","18",".","18"
"12/17/2009","16","NO2","Madera-Pump Yard","06-039-0004","AQS","15",".","16"
"12/18/2009","14","NO2","Madera-Pump Yard","06-039-0004","AQS","13",".","14"
"12/19/2009","18","Ozone","Madera-Pump Yard","06-039-0004","AQS","18",".","14"
"12/20/2009","19","NO2","Madera-Pump Yard","06-039-0004","AQS","12",".","19"
"12/21/2009","27","Ozone","Madera-Pump Yard","06-039-0004","AQS","27",".","22"
"12/22/2009","32","Ozone","Madera-Pump Yard","06-039-0004","AQS","32",".","7"
"12/23/2009","25","NO2","Madera-Pump Yard","06-039-0004","AQS","20",".","25"
"12/24/2009","25","NO2","Madera-Pump Yard","06-039-0004","AQS","22",".","25"
"12/25/2009","29","Ozone","Madera-Pump Yard","06-039-0004","AQS","29",".","20"
"12/26/2009","24","NO2","Madera-Pump Yard","06-039-0004","AQS","11",".","24"
"12/27/2009","31","Ozone","Madera-Pump Yard","06-039-0004","AQS","31",".","12"
"12/28/2009","13","Ozone","Madera-Pump Yard","06-039-0004","AQS","13",".","12"
"12/29/2009","23","NO2","Madera-Pump Yard","06-039-0004","AQS","13",".","23"
"12/30/2009","27","Ozone","Madera-Pump Yard","06-039-0004","AQS","27",".","23"
"12/31/2009","24","Ozone","Madera-Pump Yard","06-039-0004","AQS","24",".","19"
