"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","SO2","PM10","PM25"
"09/22/2018","46","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","1","46","0","26","20"
"09/23/2018","44","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","44","0","19","27"
"09/24/2018","44","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","44","0","26","20"
"09/25/2018","46","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","46","0","29","18"
"09/26/2018","45","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","45","0","19","18"
"09/27/2018","44","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS","1","44","0","19","14"
"09/28/2018","51","Ozone","Death Valley NP - Park Village","06-027-0101","AQS","1","51","0","26","17"
"09/29/2018","77","PM10","Dirty Socks","06-027-0022","AQS","1","45","0","77","18"
"09/30/2018","41","PM10","Dirty Socks","06-027-0022","AQS","1","40","0","41","12"
"10/01/2018","34","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AirNow","1","34",".","25","14"
"10/02/2018","37","Ozone","Death Valley NP - Park Village","06-027-0101","AQS",".","37",".","11","18"
"10/03/2018","31","Ozone","Death Valley NP - Park Village","06-027-0101","AQS",".","31",".","12","15"
"10/04/2018","41","Ozone","Death Valley NP - Park Village","06-027-0101","AQS",".","41",".","10","14"
"10/05/2018","38","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AirNow",".","38",".","17","8"
"10/06/2018","40","Ozone","Death Valley NP - Park Village","06-027-0101","AQS",".","40",".","12","27"
"10/07/2018","57","PM2.5","Keeler","06-027-1003","AirNow",".","37",".","12","57"
"10/08/2018","41","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AirNow",".","41",".","8","8"
"10/09/2018","49","Ozone","Death Valley NP - Park Village","06-027-0101","AirNow",".","49",".","19","12"
"10/10/2018","51","Ozone","Death Valley NP - Park Village","06-027-0101","AirNow",".","51",".","31","28"
"10/11/2018","50","Ozone","Death Valley NP - Park Village","06-027-0101","AQS",".","50",".","22","25"
"10/12/2018","42","Ozone","Death Valley NP - Park Village","06-027-0101","AirNow",".","42",".","21","13"
"10/13/2018","42","Ozone","Death Valley NP - Park Village","06-027-0101","AirNow",".","42",".","14","13"
"10/14/2018","42","Ozone","Death Valley NP - Park Village","06-027-0101","AirNow",".","42",".","33","21"
"10/15/2018","44","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AirNow",".","44",".","19","27"
"10/16/2018","43","Ozone","Death Valley NP - Park Village","06-027-0101","AirNow",".","43",".","19","9"
"10/17/2018","41","Ozone","Death Valley NP - Park Village","06-027-0101","AirNow",".","41",".","6","8"
"10/18/2018","42","Ozone","Death Valley NP - Park Village","06-027-0101","AirNow",".","42",".","8","12"
"10/19/2018","42","Ozone","Death Valley NP - Park Village","06-027-0101","AirNow",".","42",".","19","11"
"10/20/2018","42","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AirNow",".","42",".","14","9"
"10/21/2018","41","Ozone","Death Valley NP - Park Village","06-027-0101","AirNow",".","41",".","17","12"
"10/22/2018","42","Ozone","Death Valley NP - Park Village","06-027-0101","AirNow",".","42",".","20","16"
"10/23/2018","43","Ozone","Death Valley NP - Park Village","06-027-0101","AirNow",".","43",".","26","17"
"10/24/2018","42","Ozone","Death Valley NP - Park Village","06-027-0101","AirNow",".","42",".","22","25"
"10/25/2018","40","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AirNow",".","40",".","23","23"
"10/26/2018","39","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AirNow",".","39",".","21","23"
"10/27/2018","39","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AirNow",".","39",".","21","28"
"10/28/2018","40","Ozone","Death Valley NP - Park Village","06-027-0101","AQS",".","40",".","24","35"
"10/29/2018","49","Ozone","Death Valley NP - Park Village","06-027-0101","AQS",".","49",".","31","25"
"10/30/2018","49","PM10","Fort Independence Indian Community","06-027-1028","AQS",".","41",".","49","16"
"10/31/2018","41","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AirNow",".","41",".","12","9"
"11/01/2018","37","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AirNow",".","37",".","18","8"
"11/02/2018","36","Ozone","Death Valley NP - Park Village","06-027-0101","AQS",".","36",".","19","6"
"11/03/2018","44","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AirNow",".","44",".","17","8"
"11/04/2018","44","Ozone","Death Valley NP - Park Village","06-027-0101","AQS",".","44",".","18","8"
"11/05/2018","38","Ozone","Death Valley NP - Park Village","06-027-0101","AQS",".","38",".","25","14"
"11/06/2018","43","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AirNow",".","43",".","20","15"
"11/07/2018","44","PM10","White Mountain Research Center - Owens Valley Lab","06-027-0002","AQS",".","42",".","44","22"
"11/08/2018","54","PM10","Fort Independence Indian Community","06-027-1028","AQS",".","43",".","54","48"
"11/09/2018","44","Ozone","Death Valley NP - Park Village","06-027-0101","AQS",".","44",".","25","21"
"11/10/2018","38","Ozone","Death Valley NP - Park Village","06-027-0101","AQS",".","38",".","24","25"
"11/11/2018","40","Ozone","Death Valley NP - Park Village","06-027-0101","AQS",".","40",".","29","18"
"11/12/2018","38","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AirNow",".","38",".","17","17"
"11/13/2018","34","PM10","Bishop Tribe EMO","06-027-1023","AQS",".","33",".","34","14"
"11/14/2018","33","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AirNow",".","33",".","26","16"
"11/15/2018","31","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AirNow",".","31",".","26","11"
"11/16/2018","33","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AirNow",".","33",".","26","17"
"11/17/2018","34","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AirNow",".","34",".","23","32"
"11/18/2018","48","PM2.5","White Mountain Research Center - Owens Valley Lab","06-027-0002","AirNow",".","36",".","26","48"
"11/19/2018","39","PM2.5","White Mountain Research Center - Owens Valley Lab","06-027-0002","AirNow",".","34",".","32","39"
"11/20/2018","37","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AirNow",".","37",".","22","26"
"11/21/2018","51","PM10","Bishop Tribe EMO","06-027-1023","AQS",".","44",".","51","28"
"11/22/2018","39","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AirNow",".","39",".","9","8"
"11/23/2018","39","Ozone","Death Valley NP - Park Village","06-027-0101","AQS",".","39",".","15","15"
"11/24/2018","38","Ozone","Death Valley NP - Park Village","06-027-0101","AQS",".","38",".","15","13"
"11/25/2018","39","Ozone","Death Valley NP - Park Village","06-027-0101","AQS",".","39",".","19","15"
"11/26/2018","35","Ozone","Death Valley NP - Park Village","06-027-0101","AQS",".","35",".","23","21"
"11/27/2018","32","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AirNow",".","32",".","21","18"
"11/28/2018","68","PM2.5","Keeler","06-027-1003","AirNow",".","32",".","11","68"
"11/29/2018","42","Ozone","Death Valley NP - Park Village","06-027-0101","AQS",".","42",".","6","5"
"11/30/2018","38","Ozone","Death Valley NP - Park Village","06-027-0101","AQS",".","38",".","12","18"
"12/01/2018","40","Ozone","Death Valley NP - Park Village","06-027-0101","AQS",".","40",".","13","11"
"12/02/2018","39","Ozone","Death Valley NP - Park Village","06-027-0101","AQS",".","39",".","11","13"
"12/03/2018","36","Ozone","Death Valley NP - Park Village","06-027-0101","AQS",".","36",".","14","13"
"12/04/2018","36","Ozone","Death Valley NP - Park Village","06-027-0101","AQS",".","36",".","16","13"
"12/05/2018","35","Ozone","Death Valley NP - Park Village","06-027-0101","AQS",".","35",".","11","10"
"12/06/2018","31","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AirNow",".","31",".","11","14"
"12/07/2018","31","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AirNow",".","31",".","19","21"
"12/08/2018","31","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AirNow",".","31",".","17","21"
"12/09/2018","31","Ozone","Death Valley NP - Park Village","06-027-0101","AQS",".","31",".","17","29"
"12/10/2018","31","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AirNow",".","31",".","15","29"
"12/11/2018","34","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AirNow",".","34",".","15","27"
"12/12/2018","44","PM2.5","Keeler","06-027-1003","AirNow",".","44",".","32","44"
"12/13/2018","40","Ozone","Death Valley NP - Park Village","06-027-0101","AQS",".","40",".","19","10"
"12/14/2018","35","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AirNow",".","35",".","24","28"
"12/15/2018","33","Ozone","Death Valley NP - Park Village","06-027-0101","AQS",".","33",".","26","25"
"12/16/2018","32","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AirNow",".","32",".","19","17"
"12/17/2018","37","Ozone","Death Valley NP - Park Village","06-027-0101","AQS",".","37",".","18","9"
"12/18/2018","35","Ozone","Death Valley NP - Park Village","06-027-0101","AirNow",".","35",".","24","17"
"12/19/2018","34","Ozone","Death Valley NP - Park Village","06-027-0101","AQS",".","34",".","26","13"
"12/20/2018","32","PM10","Bishop Tribe EMO","06-027-1023","AQS",".","31",".","32","24"
"12/21/2018","35","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AirNow",".","35",".","14","17"
"12/22/2018","34","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AirNow",".","34",".","19","8"
"12/23/2018","31","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AirNow",".","31",".","23","15"
"12/24/2018","33","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AirNow",".","33",".","13","15"
"12/25/2018","36","Ozone","Death Valley NP - Park Village","06-027-0101","AQS",".","36",".","20","17"
"12/26/2018","42","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AirNow",".","42",".","12","22"
"12/27/2018","39","Ozone","Death Valley NP - Park Village","06-027-0101","AQS",".","39",".","19","18"
"12/28/2018","59","PM2.5","Keeler","06-027-1003","AQS",".","37",".","53","59"
"12/29/2018","36","Ozone","Death Valley NP - Park Village","06-027-0101","AQS",".","36",".","7","15"
"12/30/2018","40","Ozone","White Mountain Research Center - Owens Valley Lab","06-027-0002","AirNow",".","40",".","7","15"
"12/31/2018","53","PM2.5","Keeler","06-027-1003","AQS",".","39",".","38","53"
